review_id,rating,review_title,review_text,group_type,reviewer_location,likes,published_date,travel_date,year,month,platform,lang,reviewer_total_contributions,reviewer_helpful_votes,has_owner_response,owner_response_text,review_length,experience_tier,emo_vader,eval_vader,emo_eval_bucket,bert_score
252674869,5,Most moving museum I've ever been to,"This was my second time going.  I don't have the vocabulary to describe this museum.  From the time you walk in the customer service is great.  The free admission (like most of the DC museums) makes this a MUST for any DC visitors.  The exhibits are extremely touching, mesmerizing, heart-tugging, and overwhelming - in a good way.  They have 'calming' areas between floors - which you will need - that really help.  To see what the Jewish race went through is horrifying and disturbing, but seeing all of this make you realize that nothing you've experienced has made you feel this way (most likely).  Save 3-4 hours of your day for this, as you will want to take you time.  You'll probably spend some time in the reflecting room near the end,, very pacifying.  Oh, and don't forget to follow the person who's card you select...it is a concentration camp member and you don't know their fate until the end.  Take the time to sit thru the videos in each section.",FRIENDS,"Mount Carmel, Illinois",1,2015-02-04,2015-02,2015,2015-02,OTHER,en,149.0,50.0,False,,962,Experienced (51-200),0.9172,0.9333,Emo+ / Eval+,0.9994325041770935
312044971,3,Not a must do,Went here one morning and was my least favourite of all the museums. If you want a very factual trip or have a special interest in the Holocaust then go but for the general tourist there are better things to do.,SOLO,"Lincoln, United Kingdom",0,2015-09-20,2015-09,2015,2015-09,MOBILE,en,22.0,8.0,False,,211,Regular (11-50),0.7814,0.7814,Emo+ / Eval+,-0.9945382475852966
376270579,4,Holocaust,This museum is something that all the children of the world especially need to see and understand what WWII was all about.  It had been 22 years since I had seen the museum...and this place had changed in location and in the displays.....Daniel's Story is portrayed and very spell bounding.  You feel like you really understand what he must have felt.  Very humbling......Wish they had something more of Anne Frank and her story as well....Wasn't able to see the movie we got there to late tickets were already gone for the day...,FAMILY,"Lexington, Missouri",0,2016-05-24,2016-05,2016,2016-05,OTHER,en,288.0,111.0,False,,530,Power user (200+),0.3612,0.3612,Emo+ / Eval+,0.9885820746421814
736944065,5,Outstanding Museum for Horrific Events,"The Holocaust Museum is very informative and educational for one to learn about the awful things done.  It is a powerful, somber experience.  It does take some time to go through this museum properly.",NONE,"Harrisburg, Pennsylvania",3,2020-01-04,2019-12,2020,2020-01,OTHER,en,205.0,134.0,False,,200,Power user (200+),-0.4588,0.0,Mixed / Neutral,0.9988168478012085
567897291,4,Important Visit,"I booked tickets for this well in advance. I doubt you would get in just by turning up. The exhibition is very informative but depressing nonetheless. It certainly paints the horrors of the holocaust, but having been on a trip to Auschwitz last year could not hope to portray the evil of the place.  A must see for those who know little.",COUPLES,Ireland,0,2018-03-21,2018-03,2018,2018-03,MOBILE,en,274.0,180.0,False,,337,Power user (200+),-0.9518,0.0,Mixed / Neutral,0.9933251738548279
630976121,5,Mother and daughter trip,"Second time visiting for me, first for my daughter. We covered every inch of this wonderful museum. This is a must see, it is so well done and informative. We learned so much beyond what we expected.",FAMILY,,0,2018-11-05,2018-11,2018,2018-11,MOBILE,en,149.0,32.0,False,,199,Experienced (51-200),0.7973,0.7973,Emo+ / Eval+,0.9998555183410645
753498378,5,Lest we ever forget,"This is one of the finest although saddest museums in the world.

Designed brilliantly with suggestions of the spotlights securing incarceration, heating elements for cremation, stark walls, bare metal flooring, and heavy gates and bars, a visit here whether in the ticketed museum or other sections is unforgettable.

With a tremendous amount of people who practice antihistory and deny that these black, tragic chapters of Judaic and world history as manufactured , lest we forget, this life changing museum is a mandatory visit.",NONE,"Bethesda, Maryland",2,2020-05-13,2020-05,2020,2020-05,OTHER,en,119.0,92.0,False,,531,Experienced (51-200),-0.5719,0.0,Mixed / Neutral,0.9993714690208435
149676540,2,we didn't found it interesting,it might be that it wasn't what we were looking for - fun and entertainment; but we went thru really fast. We've seen a lot of kids inside; it's probably better be visited with the guide,FAMILY,"Toronto, Canada",0,2013-01-14,2012-03,2013,2013-01,OTHER,en,43.0,44.0,False,,186,Regular (11-50),0.7845,0.7845,Emo+ / Eval+,0.974341869354248
545356247,3,"Lovely building , moving",This to be fair is not the best museum but it is about the holocaust. There are plenty of interesting and horrifying information to read about. Certainly it should never be forgotten. The building is very nice.,COUPLES,"Hamilton, New Zealand",0,2017-12-05,2017-12,2017,2017-12,MOBILE,en,925.0,244.0,False,,210,Power user (200+),0.7355,0.7355,Emo+ / Eval+,0.9997485280036926
392370349,3,They've added too much!,"This is an exhaustive look into the Holocaust...I'm a history teacher, and found the descriptions overwhelming and have lost the effect it used to have on teens and young adults.  I respect they want to provide a comprehensive story and timeline of events, but my teen practically begged me to scuttle on through after the 1.5 hour mark, because we still had two floors to cover.   

I don't remember it being so overwhelming ten years ago when I brought 30 students and they left in tears (it got to the point back then)...now there's too much reading of minuscule progressions of what happened back then.  I understand they want to provide as much detail as possible, but Overwhelming is the best way to describe it...

Order tix online before the trip, or order the morning of (I think at 6am, pronto...$1/person), or go to the museum when it opens (10am, free),or you'll br standing outside wishing you could get in.",FAMILY,"Walker, Louisiana",0,2016-07-13,2016-05,2016,2016-07,MOBILE,en,32.0,5.0,False,,920,Regular (11-50),0.8422,0.8422,Emo+ / Eval+,-0.9982825517654419
468993687,4,Sobering yet extremely educational,"Must see for everyone just to see how it all developed over more than a decade before the ""final solution"" was actually put into practice. How a society and the world in general really set the stage for all this to occur causes one to think about how we go about things in the modern world.

The only thing that was a pain about the place was the parking. The outside staff was clueless about where it was or how to get there. They continuously gave wrong directions resulting in erroneous trips over the bridge into Virginia and back. Bush league staff for sure.",COUPLES,,0,2017-03-20,2017-03,2017,2017-03,OTHER,en,54.0,11.0,False,,563,Experienced (51-200),-0.7964,0.0,Mixed / Neutral,-0.9980474710464478
487118896,3,The Good and the Bad,"Excellent learning experience, laid out in chronological order along six floors.  The BAD:  There is only one public restroom....in the basement!!",FRIENDS,"San Antonio, Texas",0,2017-05-23,2017-04,2017,2017-05,OTHER,en,56.0,14.0,False,,146,Experienced (51-200),-0.2771,-0.2771,Emo- / Eval-,0.9115205407142639
570645624,4,Heavy and somber but educational,"Emotionally this was the most somber experience of my D.C. trip but as the saying inscribed in the museum we must never forget so that such tragedy never repeats itself.  Be prepared for extremely long lines and crowds, give it about three hours and although free to visit I highly suggest booking a timed ticket for entry months in advance for $1 per ticket.",FAMILY,"Orange County, California",1,2018-04-02,2018-03,2018,2018-04,OTHER,en,407.0,124.0,False,,359,Power user (200+),-0.1884,0.0,Mixed / Neutral,-0.9836627244949341
126707661,2,Least favorite museum! Crowded!  Really missed an opportunity.,"I had high expectations for this museum. We first went in Daniel's story which tells the life story of a child who survived the holocaust. You almost get to walk in his shoes as you live out his diary. You start in a mockup of his home, transition to the ghetto and then to the camps. It was a great exhibit and I was expecting more of the same from the ""permanent"" exhibit. Unfortunately that was as good as it got. 

Like others have said, get there early and get your ticket. They are free but they go fast. We got there at 10 and our time to enter was 1:45. Going in I really was hoping to get a true ""feel"" for what it was like to have been there. As we got off the elevator we were greeted with a gridlock of people. At first I thought this was part of the ""feel"", kind of like Daniels story. Alas it was simply a result of a vastly over crowded exhibit and poor planning. The upside is it was self guided so when a hole opened up we could dart through and move on though we missed parts when doing so. Instead of a neat exhibit all you got was a lot of pictures accompanied by voluminous amounts of reading. I am not sure I read that much in grad school. The biggest problem for my family was due to the crowds, unless you were tall, you couldn't see or read most of the information. My youngest was very disappointed. For those with young kids you must know that there are some very gruesome videos however they do a good job, with screens and walls, of making them hard to view for young ones. Still my youngest (9yrs old) was able to view them with some effort. I don't personally mind as I not a fan of sugar coating something as serious as the holocaust, especially when we have people that believe it never happened.

Some parts like the diorama of the intake and gassing process were amazingly well done. Others like the rail car seemed like an after thought. You get to walk through it. Why not close us in it and play the sounds of the tracks, crying babies and barking dogs at the camp? I am not asking for Disney Land but what a wasted opportunity! 

If I were Jewish and had a family connection to certain camps or ghettos I am sure I might have a different evaluation. As a non-Jew however I felt I wasn't part of their target audience. The volume of information seemed like over kill and the crowds ruined the experience. Just my two cents worth.",NONE,"Knoxville, Tennessee",3,2012-03-26,2012-03,2012,2012-03,OTHER,en,50.0,47.0,False,,2367,Regular (11-50),0.948,0.948,Emo+ / Eval+,-0.9976062774658203
158487160,4,"Wonderful museum, be prepared to wait","We enjoyed the Holocaust Museum overall.  We did have to get tickets and then wait about one hour so be prepared for that.  The museum space is beautiful and the exhibits are well done. Since we have visited Dachau and the Anne Frank House previously, we were prepared for the feelings of sadness this evokes.  The museum takes you from the rise of Hitler to the rescue at the concentration camps.   I thought the clothing, shoes and personal items touched me the most. The train that was similar to the ones that were used  give you a good idea of the horrible transit conditions.  They also have the bunk beds I believe from Auschwitz.  There is a model showing the process the Nazis used when sending people to the gas chamber.  Another exhibit showed how medical tests were performed on prisoners.  The video at the end was very interesting and highly recommended for stories of survivors.",COUPLES,"Olympia, Washington",0,2013-04-22,2013-04,2013,2013-04,OTHER,en,47.0,18.0,False,,893,Regular (11-50),0.918,0.918,Emo+ / Eval+,0.9996978044509888
260922405,3,Good Premise,The Holocaust museum serves an important purpose about reminding us about Nazi Grrmany. However I felt the museum did a poor job of explaining why were Jews actually outlawed in Germany by Hitler. It needed a bit more of that background before showing all the things that happened to them to give a complete picture of history.,BUSINESS,"Cuenca, Spain",0,2015-03-21,2015-03,2015,2015-03,OTHER,en,152.0,98.0,False,,327,Experienced (51-200),-0.3182,-0.3182,Emo- / Eval-,-0.9990383386611938
564384281,4,Detailed and Immersive,A very unique experience that certainly causes reflection.  Requires planning if going in a time period when tickets are required.  The top floor was way to dark for me and my contacts so I couldn't read a thing so that was disappointing but overall a great experience.,SOLO,"Orlando, Florida",2,2018-03-04,2018-02,2018,2018-03,OTHER,en,139.0,96.0,False,,269,Experienced (51-200),0.7592,0.7592,Emo+ / Eval+,0.9990183115005493
289502609,4,Sad but significant memorial,"No matter who you are, you can't help but feel the terror and fear that Hitler did to the Jews in the 20th century. The genocide, death camps, and murders can only be compared to the Nanjing Massacre by the Japanese in China in the same period.",FRIENDS,"Troy, Michigan",0,2015-07-16,2015-07,2015,2015-07,OTHER,en,350.0,65.0,False,,244,Power user (200+),-0.9733,0.0,Mixed / Neutral,0.7587108612060547
666379050,3,You need an advance ticket.....,"Unfortunately we didn't realize you need an advance ticket. Since we did not have one there was not much to see. Daniel's story was a quick walk through mostly aimed at younger folks, the children's tile wall and a gift shop. That was it - very dissappointing.",COUPLES,"Saratoga Springs, New York",1,2019-04-14,2019-04,2019,2019-04,OTHER,en,307.0,66.0,False,,260,Power user (200+),0.128,0.128,Mixed / Neutral,-0.9994669556617737
36446729,3,Way too crowded.,My 12 year old son and I went to the memorial last week.  It was super crowded and hard to see anything.  There were crying babies and toddlers everywhere (it was mid-afternoon).  I would not recommend this unless you go during off-season.,,,0,2009-08-01,,2009,2009-08,OTHER,en,8.0,11.0,False,,239,New (1-10),-0.1803,-0.1803,Emo- / Eval-,-0.9967532753944397
170339513,5,"Riveting, haunting, unforgettable experience.","Amazing.  Whether the Holocaust affected you directly or not, this place will affect you.  This museum does a better job of immersing the public in its subject than any other.  The museum is not a 'pleasant' experience, nor is it meant to be, but it is incredibly educational and puts life into proper perspective.",,"Boston, Massachusetts",1,2013-08-01,,2013,2013-08,OTHER,en,50.0,42.0,False,,314,Regular (11-50),0.2957,0.2957,Emo+ / Eval+,0.9995718598365784
391140565,4,Extremely informative museum,"I initially came early in the week and was told I needed to get tickets ahead of time. I ordered one online, $1, for later in the week. The museum is informative. Very crowded but the images are powerful. I appreciated the narratives throughout. Well worth visiting.",SOLO,"New York City, New York",0,2016-07-10,2016-07,2016,2016-07,MOBILE,en,4798.0,648.0,False,,266,Power user (200+),0.9209,0.9209,Emo+ / Eval+,0.9995798468589783
537668755,5,Sobering and enlightening,"Visit after August and before April and there are no reservations needed. You should know what you are getting into - this is a remembrance of some of man's most inhumane treatment of his fellow man/woman/children. At least the Germans have admitted their sins, so this is about prevent further incidents (and a place that some of our present leaders need to visit repeatedly!!) of hate and prejudice. A must for anyone who cares or needs to care.",COUPLES,"Overland Park, Kansas",0,2017-11-01,2017-10,2017,2017-11,OTHER,en,103.0,35.0,False,,447,Experienced (51-200),-0.7256,0.0,Mixed / Neutral,0.7064359784126282
323101948,4,Important part of history,"Although sad to see the hatred and evil things that man can do to another man it was enlightening to see.  There is hope that by being aware of such atrocities people will not repeat the same inhumane behavior - yet we see it repeated over and over again even today.  Genocide in Africa ...
Perhaps we need a higher source of guidance?",NONE,"Waipahu, Hawaii",0,2015-10-30,2015-10,2015,2015-10,OTHER,en,127.0,41.0,False,,335,Experienced (51-200),-0.7579,0.0,Mixed / Neutral,-0.9817991852760315
175072455,3,Thought provoking,"Another free museum:)
Please note this place is not appropriate for children under 12. We saw one girl crying hysterically.
What is there to say really about a place like this? As I was walking around I thought that all of those strange people who deny the Holocaust ever happened should come and take a look.
If this kind of thing really interests you, you will think its great. I just became more and more depressed as I went round and actually didn't read about 30% of the displays.
I appreciate that Jews were one of his targets but other groups such as homosexuals, Romany's and the disabled were only fleetingly mentioned.
Some of the most emotive items on display were the railway carriage that took people to one of the camps, actual bunks from Auschwitz and........the shoes.",COUPLES,,1,2013-09-01,2013-08,2013,2013-09,OTHER,en,329.0,233.0,False,,784,Power user (200+),0.4621,0.4621,Emo+ / Eval+,-0.9981833100318909
205453969,5,A MUST see for all,Amazing real life images and films from the rise and fall of Hitler. Extremely well presented and so educational for all nations. Everyone should see this museum and remember to never forget...,FAMILY,"ChampionsGate, Florida",0,2014-05-13,2014-05,2014,2014-05,OTHER,en,111.0,56.0,False,,193,Experienced (51-200),0.782,0.782,Emo+ / Eval+,0.9998646974563599
132661643,5,Must see,"The exhibit is extremely informative and interesting.  Negatives are: you must get there early to obtain (free) tickets then wait for your start time (or they may be out for the day); it take a while to actually go through - we missed the last floor because they were closing; and it can get very congested in places. 
Overall a must see.",FRIENDS,"Lexington, Kentucky",0,2012-06-24,2012-06,2012,2012-06,OTHER,en,194.0,70.0,False,,338,Experienced (51-200),0.6204,0.6204,Emo+ / Eval+,0.9858136773109436
505952060,3,Don't try to do it all in one day,"There is a lot of information in this memorial, and I would recommend setting a time limit (1-2hrs) for yourself.  It becomes overwhelming, and of course the nature of the material itself can bog you down.  However, the memorial does do a very tasteful job and definitely aims to inform in a way that never lets something like this happen again.",FAMILY,"Eau Claire, Wisconsin",0,2017-07-26,2017-07,2017,2017-07,OTHER,en,14.0,1.0,False,,345,Regular (11-50),0.4749,0.4749,Emo+ / Eval+,0.9985039234161377
286890605,5,Somber and interesting,Informative and pulls at your heart-strings. The last time I went it was super crowded (holiday weekend) so would definitely avoid that. There is an area for kids but I would caution about the explaining you will want to do.,FAMILY,"Fairfax, Virginia",0,2015-07-08,2015-02,2015,2015-07,OTHER,en,75.0,41.0,False,,224,Experienced (51-200),0.6133,0.6133,Emo+ / Eval+,0.9959213733673096
126509727,4,Very crowded,Be prepared to fight the crowds.  I wish I would have gotten their earlier.,NONE,"Livermore, California",0,2012-03-22,2012-03,2012,2012-03,OTHER,en,326.0,103.0,False,,75,Power user (200+),0.25,0.25,Emo+ / Eval+,-0.9922134280204773
141925170,3,Disappointed,"My husband and I were visiting DC for the first time and a visit to the Holocaust Museum was a must for me.  I am of Jewish decent and I have studied WWII and Holocaust History most of my adult life.  I have also been to Dachau on a visit to Germany.   I was disappointed because I was expecting more ""real life"" stories and experiences from survivors. As another reviewer stated they do a good job at ""hiding many of the atrocities"" However I believe that is a dis-service to hide those horrible acts.  This museum while set up in a very educational manner focuses on Hilter's rise to Power which although very important I did not find spent enough time on the victims.  Seemed very educational; geared towards children ( which is a good thing) and the uninformed.     For me and my husband it was lacking a personal feeling and connection.   I know I will be in the minoritiy in my review but felt it was necessary to share.",COUPLES,,2,2012-10-03,2012-09,2012,2012-10,OTHER,en,36.0,11.0,False,,926,Regular (11-50),0.1522,0.1522,Mixed / Neutral,-0.9746676683425903
231187147,3,Something was missing,"We went in a rainy day and that made the visit seem so surreal.  The elevator, the room and smell of the shoes, the US Army arriving at the camp and radioing to the commander stating "" omg , we 'be got some bad situation here...""  I could barely stand it.  Man's inhumanity to man!

Something was missing though.  As some posters previously said the mood was thrown off by the other guests - mainly school trips, laughing and playing.  I guess they should say take it seriously and respect the history and magnitude before groups enter.",,Washington,1,2014-09-27,,2014,2014-09,MOBILE,en,544.0,159.0,False,,536,Power user (200+),0.1759,0.1759,Mixed / Neutral,-0.9989377856254578
893635051,2,"Overcrowded, hot and reading","We were excited to experience this museum until we got out of the elevator at the top and it was literally shoulder to shoulder with people. We didn’t move for at least 10 minutes and you couldn’t even read anything. Plus there was at least 2-3 school groups who really had no interest in seeing anything at all but just taking up space. We were expecting at least more artifacts, but it is all reading. Overall it was hot, crowded and I could have learned more watching documentaries. Not sure why all the good reviews.",FAMILY,"Kings Mountain, Kentucky",1,2023-06-05,2023-06,2023,2023-06,OTHER,en,2.0,1.0,True,We apologize for the inconvenience. Please contact VisitorsMail@ushmm.org if you would like to provide feedback.,520,New (1-10),0.4165,0.4165,Emo+ / Eval+,-0.9310298562049866
361247744,2,Not Worth It!,"After waiting in line for almost an hour, and researching this place before visiting, we were hoping for a great experience that pays homage to those who died and were held captive. Unfortunately, it just did not live up to our expectations. It was very anticlimactic and definitely not worth the wait. We have visited other holocaust memorials throughout Europe and this just did not compare. I would not recommend this place.",COUPLES,Bermuda,0,2016-04-03,2016-03,2016,2016-04,OTHER,en,204.0,109.0,False,,427,Power user (200+),0.2704,0.2704,Emo+ / Eval+,-0.9994369149208069
375599968,5,A must,"It is a sad museum, but very informational. There are some graphic pictures (after all it was the holocaust). It has some artifacts and lots of descriptions, including first-hand accounts. I went during the anniversary and it was packed.",NONE,"Sterling, Virginia",0,2016-05-22,2016-05,2016,2016-05,MOBILE,en,43.0,8.0,False,,237,Regular (11-50),-0.2617,0.0,Mixed / Neutral,0.9977268576622009
942911415,2,Has the museum toned down the message?,"I was looking forward to showing my 15 year old son the museum. As we wound through the exhibits it dawned on me that it has been toned down a lot since the last time I visited in the early 2000s. the whole first part is about how Hitler came into power, the second part is about how the Jews were put in the ghettos. there is only a relatively small part on the actual camps. and the last part is how the allies found the camps. there where exhibits missing that I felt lend gravity to the situation, for example the room full of mens, womens and childrens shoes that they were made to take off before they entered the gas chambers, was missing. the bails of human hair that was shorn from the victims was missing too. when I went the first time there was a lot more information on the many people the Nazis discriminated against, for example the disfigured, the mentally ill, religions that did not support them etc. I am one of Jehovah's Witness and the first time I went there was a whole exhibit on them, the second time I went they had removed the exhibit and spread it throughout the museum this last time I went, there was 2 paragraphs that mention the Witnesses that I could find in the whole museum, there was more info in the gift shop about them. But other than that, it is a somber look at what people are willing to do to each other especially when you hold power over them. and how people are willing to look the other way if they feel it will benefit them. and also how history repeats itself.",FAMILY,,1,2024-03-19,2024-03,2024,2024-03,OTHER,en,1.0,1.0,True,"Thank you for sharing your experience with us. If you would like to submit any additional feedback, please email VisitorsMail@ushmm.org.",1509,New (1-10),-0.576,-0.576,Emo- / Eval-,-0.9958810806274414
490295535,2,"Unless you have a personal reason to go, I wouldn't bothet","This ""museum"" was bizarre. One good exhibit based around the story of a Jewish boy, David and his journey through the war years. Once you have seen that, the rest was just video screens, lots of writing on big boards and computer screens so you could look things up. If you wanted to do that, you could do that at home. Lots of empty space. Very poor signage with exits signs leading to dead ends and toilet blocks. We were left bemused and disappointed.",COUPLES,"Winton, New Zealand",0,2017-06-04,2017-06,2017,2017-06,MOBILE,en,37.0,14.0,False,,454,Regular (11-50),-0.9501,-0.9501,Emo- / Eval-,-0.998678982257843
143529056,3,Emotionally Charged,"Though this is not one of the best museums in the area, it certainly is moving.  It is difficult to write that a museum that has a focus on such a horrific period of history is not an A+ museum, but it really isn't.  Many of the exhibits have elements that are repeated throughout the entire museum, and in many cases the same photos are used numerous times.  I point this out because as I went through this museum I believed that there was more that could have been done, and in a way that was better than offered.  For instance, you will move from room to room - imagining with the help of photos - that you are a Jew in Germany and what it would be like to move from home, to restricted area, to camp... Throughout this there are photos that are repeated and the overall effect seems a bit corny after a while.  

It is certainly history that needs to be reviewed by everyone.  And this museum does  a very good job of providing information in a way that is appealing to most.  It just falls a bit flat for me.",COUPLES,"Brookville, Pennsylvania",0,2012-10-23,2012-09,2012,2012-10,OTHER,en,60.0,73.0,False,,1013,Experienced (51-200),0.9381,0.953,Emo+ / Eval+,-0.994148850440979
255456643,5,Dramatic,The Holocaust Museum was designed to replicate what happened during the Holocaust and why we must never let it happen again (although such events are still occurring throughout the world) Its free but reservations are recommended. There is even a separate children's section which is not quite so dramatic.,SOLO,,0,2015-02-20,2015-02,2015,2015-02,OTHER,en,114.0,60.0,False,,306,Experienced (51-200),0.5187,0.5187,Emo+ / Eval+,-0.5285123586654663
374549238,1,Depressing and incomplete,"I visited this place because my daughter wanted to receive extra credit for a school project.  Otherwise, I would not have gone there.  While the genocide that we refer to as the Holocaust perpetrated during World War II was horrible, there have been many other genocides throughout human history that have been equally as bad, if not worse.  Indeed, entire peoples have been wiped from the face of the earth and their plight has been ignored in this museum.  A gross oversight.",FAMILY,,1,2016-05-19,2015-06,2016,2016-05,OTHER,en,67.0,28.0,False,,478,Experienced (51-200),-0.9031,-0.9031,Emo- / Eval-,-0.9987723231315613
134951637,3,ok but not my favorite,Good information on the history of the Holocost. Took along time to go through.,FAMILY,"Grand Island, Nebraska",0,2012-07-20,2012-06,2012,2012-07,OTHER,en,97.0,35.0,False,,79,Experienced (51-200),0.4404,0.4404,Emo+ / Eval+,0.9926868677139282
479336307,4,So crowded!,"I was so excited to go to this museum. We had to get up at 6am to secure tickets online and i was so excited! Unfortunately, there were so many kids at the museum you couldnt even stop to read or look at anything. The kids didnt want to be there, they were so rude and obviously not interested in the museum like other people. Seems like it would be an awesome idea not to shove hundreds of kids in a historical and popular museum that people are wanting to actually visit and learn something. I appreciated the museum though from what i saw.",FRIENDS,"Anchorage, Alaska",0,2017-04-26,2017-04,2017,2017-04,MOBILE,en,178.0,85.0,False,,542,Experienced (51-200),0.9431,0.9431,Emo+ / Eval+,0.9938759207725525
